City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Berger,NO,59.545,10.3714,64.11,92,100,9.31,overcast clouds
470,Kimbe,PG,-5.5502,150.1429,75.38,91,94,3.76,overcast clouds
471,Maniitsoq,GL,65.4167,-52.9,44.96,89,96,5.5,overcast clouds
472,Aripuana,BR,-9.1667,-60.6333,95.95,26,47,3.89,scattered clouds
473,Salinopolis,BR,-0.6136,-47.3561,85.71,62,84,10.07,broken clouds
474,Glens Falls,US,43.3095,-73.644,90.66,50,20,10.36,few clouds
475,Todos Santos,MX,23.45,-110.2167,99.3,75,75,7.43,broken clouds
476,Saint-Georges,GD,12.0564,-61.7485,83.62,66,31,15.3,scattered clouds
477,Preobrazheniye,RU,42.9019,133.9064,62.44,93,68,10.2,broken clouds
478,Pestretsy,RU,55.7531,49.6545,73.54,77,11,2.55,few clouds
479,Muslyumovo,RU,55.3033,53.1947,65.71,68,23,0.4,few clouds
480,Yibin,CN,28.7667,104.6238,69.53,92,100,0.72,overcast clouds
481,Alta Floresta,BR,-9.8756,-56.0861,96.26,19,0,4.09,clear sky
482,Yenagoa,NG,4.9247,6.2642,79.18,79,100,7.67,light rain
483,Podporozhye,RU,60.9112,34.1706,71.38,58,47,4.03,scattered clouds
484,Pafos,CY,34.7667,32.4167,83.98,74,0,11.5,clear sky
485,Aksarka,RU,66.5606,67.7975,47.01,95,100,3.76,light rain
486,Gujar Khan,PK,33.2558,73.3026,83.62,76,79,5.46,broken clouds
487,Ilulissat,GL,69.2167,-51.1,48.22,93,100,3.44,light rain
488,Hay River,CA,60.8156,-115.7999,60.67,70,42,7.74,scattered clouds
489,Coquimbo,CL,-29.9533,-71.3436,53.33,87,100,1.14,overcast clouds
490,Muroto,JP,33.2833,134.15,77.7,80,0,6.42,clear sky
491,Senno,RU,59.5336,33.9167,75.25,58,91,3.74,overcast clouds
492,Ashland,US,40.8167,-82.2665,86.88,60,0,10.27,clear sky
493,Geraldton,AU,-28.7667,114.6,50.41,93,76,13.8,broken clouds
494,Dalvik,IS,65.9702,-18.5286,53.51,81,93,5.21,overcast clouds
495,Dartford,GB,51.4435,0.2196,72.72,71,20,13.8,few clouds
496,Gravdal,NO,68.1214,13.5031,51.69,82,75,5.75,broken clouds
497,Sibolga,ID,1.7427,98.7792,76.69,90,86,4.18,overcast clouds
498,Hollola,FI,61.05,25.4333,81.95,48,30,6.96,scattered clouds
499,Belyy Yar,RU,53.6039,91.3903,64.29,77,0,8.95,clear sky
500,Road Town,VG,18.4167,-64.6167,81.66,72,10,20.6,clear sky
501,Abu Samrah,SY,35.3029,37.1841,87.66,28,0,12.86,clear sky
502,Sept-Iles,CA,50.2001,-66.3821,59.05,98,98,4.0,overcast clouds
503,San Policarpo,PH,12.1791,125.5072,80.55,82,89,0.54,light rain
504,Rio Gallegos,AR,-51.6226,-69.2181,37.45,52,0,29.93,clear sky
505,Tilichiki,RU,60.4667,166.1,50.97,81,100,2.24,overcast clouds
506,Arlit,NE,18.7369,7.3853,105.67,11,94,6.55,overcast clouds
507,Mao,ES,39.8885,4.2658,88.36,55,0,9.22,clear sky
508,Sardinata,CO,8.0829,-72.8007,93.34,39,77,4.25,broken clouds
509,Methoni,GR,36.8197,21.7049,89.22,68,0,9.55,clear sky
510,Podosinovets,RU,60.2776,47.0659,66.31,78,55,4.34,broken clouds
511,Itupiranga,BR,-5.1347,-49.3267,94.01,30,37,3.27,scattered clouds
512,San Andres,CO,12.5847,-81.7006,81.81,81,100,19.89,overcast clouds
513,Amalapuram,IN,16.5833,82.0167,78.85,86,100,6.71,overcast clouds
514,Rawson,AR,-43.3002,-65.1023,43.65,40,99,7.09,overcast clouds
515,Olavarria,AR,-36.8927,-60.3225,57.02,50,100,5.1,overcast clouds
516,Samarai,PG,-10.6167,150.6667,79.59,81,33,5.61,scattered clouds
517,Araouane,ML,18.9048,-3.5265,101.62,25,5,6.96,clear sky
518,Kennett,US,36.2362,-90.0556,91.35,57,0,9.22,clear sky
519,Ushtobe,KZ,45.2514,77.9838,83.39,25,11,5.97,few clouds
520,Caernarfon,GB,53.1413,-4.2702,66.07,57,40,5.75,scattered clouds
521,Teguise,ES,29.0605,-13.564,82.62,54,20,14.97,few clouds
522,Meadow Lake,US,34.8014,-106.5436,92.14,31,55,5.21,broken clouds
523,Husavik,IS,66.0449,-17.3389,51.94,81,63,6.51,broken clouds
524,Hualmay,PE,-11.0964,-77.6139,65.98,69,55,6.91,broken clouds
525,Cap-Aux-Meules,CA,47.3821,-61.8597,63.61,98,74,10.98,broken clouds
526,Bismarck,US,46.8083,-100.7837,82.24,51,0,6.91,clear sky
527,Quelimane,MZ,-17.8786,36.8883,67.53,82,3,4.79,clear sky
528,Ambon,ID,-3.6954,128.1814,75.34,17,20,4.61,few clouds
529,Buckeye,US,33.3703,-112.5838,106.68,26,78,8.32,broken clouds
530,Tooele,US,40.5308,-112.2983,91.89,26,0,13.8,clear sky
531,Natal,BR,-5.795,-35.2094,86.22,66,75,19.57,broken clouds
532,Waipawa,NZ,-41.4122,175.5153,39.51,74,44,4.0,scattered clouds
533,Ust-Tsilma,RU,65.441,52.1498,60.08,43,55,4.68,broken clouds
534,Boden,SE,65.8252,21.6886,69.8,42,98,7.4,overcast clouds
535,Zatoka,UA,46.0725,30.4654,77.56,59,17,9.84,few clouds
536,Anaconda,US,46.1285,-112.9423,81.59,18,1,4.65,clear sky
537,Bafia,CM,4.75,11.2333,70.61,96,100,3.02,moderate rain
538,Tyulgan,RU,52.3405,56.166,67.15,65,88,10.02,overcast clouds
539,Lodja,CD,-3.4833,23.4333,85.35,31,99,0.45,overcast clouds
540,Seydi,TM,39.4816,62.9137,99.45,11,0,12.66,clear sky
541,Davila,PH,18.4726,120.5763,83.23,80,3,2.75,clear sky
542,Thessalon,CA,46.2501,-83.5666,75.49,62,93,10.69,overcast clouds
543,Vilyuysk,RU,63.7553,121.6247,58.59,91,39,3.51,scattered clouds
544,Fort Frances,CA,48.5999,-93.4003,78.17,58,7,1.99,clear sky
545,Grand-Santi,GF,4.25,-54.3833,81.03,92,49,3.09,scattered clouds
546,Bhuban,IN,20.8833,85.8333,79.25,92,100,2.44,overcast clouds
547,Tahta,EG,26.7693,31.5021,95.13,18,4,13.73,clear sky
548,Boende,CD,-0.2167,20.8667,72.52,95,100,2.68,light rain
549,Arusha,TZ,-3.3667,36.6833,62.15,58,24,9.24,few clouds
550,Bayan,CN,46.0833,127.4,63.88,85,23,8.16,few clouds
551,Amnat Charoen,TH,15.9167,104.75,76.59,87,96,4.38,overcast clouds
552,Ghorawal,IN,24.7667,82.7833,84.27,70,100,6.71,moderate rain
553,Pareora,NZ,-44.4871,171.2132,38.17,97,100,6.91,overcast clouds
554,Ruy Barbosa,BR,-12.2839,-40.4939,78.87,51,96,7.09,overcast clouds
555,Shimoda,JP,34.6667,138.95,78.1,86,0,15.93,clear sky
556,Phalaborwa,ZA,-23.943,31.1411,67.24,63,62,6.29,broken clouds
557,Christchurch,NZ,-43.5333,172.6333,37.6,93,40,3.44,scattered clouds
558,Hobyo,SO,5.3505,48.5268,76.73,82,71,22.46,broken clouds
559,Shahdol,IN,23.2833,81.35,80.17,80,100,3.44,overcast clouds
560,Toledo,ES,39.8333,-4.0,103.1,11,95,19.15,overcast clouds
561,Gafanha Da Encarnacao,PT,40.6181,-8.733,83.05,75,19,15.46,few clouds
562,Labuhan,ID,-6.8844,112.2051,75.94,81,50,7.02,scattered clouds
563,Tunceli,TR,39.1083,39.5471,76.87,33,5,4.18,clear sky
564,Yaqui,MX,27.3667,-110.1667,95.56,37,91,5.86,overcast clouds
565,Bilibino,RU,68.0546,166.4372,34.43,85,79,5.86,broken clouds
566,Itarema,BR,-2.9248,-39.9167,87.33,55,54,15.86,broken clouds
567,Baiyin,CN,36.5583,104.2081,69.64,37,9,2.42,clear sky
568,Kotelnich,RU,58.3089,48.348,67.69,77,97,4.52,overcast clouds
569,Umea,SE,63.8284,20.2597,69.73,46,0,6.91,clear sky
570,Tura,IN,25.5198,90.2201,75.74,95,100,2.73,overcast clouds
571,Ponca City,US,36.707,-97.0856,95.02,51,50,5.01,scattered clouds
572,Sulangan,PH,11.1373,123.7228,84.72,73,84,6.38,broken clouds
573,Port Hedland,AU,-20.3167,118.5667,66.25,100,75,3.44,mist
574,Bilma,NE,18.6853,12.9164,95.95,26,66,19.08,broken clouds
575,Gympie,AU,-26.1898,152.665,60.46,81,100,9.82,overcast clouds
576,Gap,FR,44.6667,6.0,79.83,29,29,7.92,scattered clouds
577,Kosh-Agach,RU,50.0,88.6667,50.23,76,48,6.96,scattered clouds
578,San Quintin,MX,30.4833,-115.95,72.81,69,43,13.96,scattered clouds
579,Talaya,RU,61.3833,152.75,45.7,79,2,1.25,clear sky
580,Port Keats,AU,-14.25,129.55,65.1,33,48,6.31,scattered clouds
581,The Valley,AI,18.217,-63.0578,86.09,68,7,16.87,clear sky
582,Alakurtti,RU,66.9672,30.3491,67.24,59,92,9.15,overcast clouds
583,Tabou,CI,4.423,-7.3528,79.0,63,31,7.45,scattered clouds
584,Vangaindrano,MG,-23.35,47.6,65.43,85,0,2.84,clear sky
585,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,93.49,20,0,6.8,clear sky
586,Evensk,RU,61.95,159.2333,53.22,48,1,6.06,clear sky
587,Chernyshevskiy,RU,63.0128,112.4714,57.97,77,99,1.34,overcast clouds
588,Camalu,MX,30.85,-116.0667,74.12,64,90,9.69,overcast clouds
589,Vallenar,CL,-28.5708,-70.7581,68.74,52,24,3.44,few clouds
590,Praia,CV,14.9215,-23.5087,81.14,74,40,8.05,scattered clouds
591,Saint Albans,GB,51.75,-0.3333,70.72,63,100,5.75,overcast clouds
592,Mackay,AU,-21.15,149.2,59.13,75,0,9.4,clear sky
593,Buala,SB,-8.145,159.5921,78.98,81,8,4.74,clear sky
594,Sechura,PE,-5.5569,-80.8222,72.5,61,4,7.43,clear sky
595,Kawalu,ID,-7.3817,108.2082,71.53,96,97,1.34,overcast clouds
596,Buta,CD,2.7858,24.73,71.53,92,99,1.52,overcast clouds
597,White Oak,US,39.2131,-84.5994,90.84,61,40,18.41,haze
598,Valreas,FR,44.3837,4.9908,94.87,25,28,17.63,scattered clouds
599,Bela,IN,25.9333,81.9833,86.97,70,100,6.51,overcast clouds
600,Asau,RO,46.4333,26.4,85.28,42,0,5.55,clear sky
601,Bend,US,44.0582,-121.3153,75.15,33,0,4.61,clear sky
602,Lavrentiya,RU,65.5833,-171.0,41.7,84,80,12.82,broken clouds
603,Boguchany,RU,58.3814,97.4531,61.27,91,56,5.08,light rain
604,Sume,BR,-7.6717,-36.88,79.59,56,91,12.41,overcast clouds
605,Monroe,US,43.1501,-77.6831,89.47,57,75,6.91,broken clouds
606,La Union,PE,-5.4,-80.75,76.8,50,4,7.49,clear sky
607,Cayenne,GF,4.9333,-52.3333,88.09,25,40,5.75,scattered clouds
608,Kinablangan,PH,7.6947,126.5503,78.76,84,81,3.51,broken clouds
609,Sangar,RU,63.9242,127.4739,56.14,96,42,4.03,scattered clouds
610,Torres,BR,-29.3353,-49.7269,79.83,74,71,4.27,broken clouds
611,Carpentras,FR,44.0833,5.1667,91.92,29,20,12.73,few clouds
612,Kelvington,CA,52.1667,-103.5343,63.28,72,49,5.95,scattered clouds
613,Gavle,SE,60.6745,17.1417,59.38,83,100,1.01,overcast clouds
614,Flinders,AU,-34.5833,150.8552,52.18,91,70,5.99,broken clouds
615,Axim,GH,4.8699,-2.2405,78.17,68,84,8.39,broken clouds
616,Luba,GQ,3.4568,8.5547,75.09,90,100,8.7,light rain
617,Ayorou,NE,14.7308,0.9174,98.69,28,91,0.31,overcast clouds
618,Flin Flon,CA,54.7682,-101.865,55.96,66,97,6.44,overcast clouds
619,Kurilsk,RU,45.2333,147.8833,54.73,99,100,1.72,overcast clouds
620,Pangai,TO,-19.8,-174.35,74.55,82,31,14.92,light rain
621,Ranau,MY,5.9538,116.6641,69.87,97,94,1.19,overcast clouds
622,Cururupu,BR,-1.8283,-44.8683,88.57,51,59,5.06,broken clouds
623,Aberdeen,GB,57.1437,-2.0981,62.55,76,100,9.22,overcast clouds
624,Cockburn Town,TC,21.4612,-71.1419,78.96,86,100,20.09,overcast clouds
625,Sacosu Turcesc,RO,45.6519,21.4289,99.91,18,0,5.75,clear sky
626,Semnan,IR,35.5729,53.3971,91.69,18,0,2.17,clear sky
627,Freeport,US,40.6576,-73.5832,96.96,45,20,14.97,few clouds
628,Ust-Ishim,RU,57.6935,71.1665,55.81,89,66,4.47,light rain
629,Port Lincoln,AU,-34.7333,135.8667,53.04,65,86,6.04,overcast clouds
630,Floro,NO,61.5996,5.0328,71.67,63,20,17.27,few clouds
631,Lata,PT,40.1629,-8.3327,86.49,45,10,9.33,clear sky
632,Khandyga,RU,62.6667,135.6,63.64,94,99,2.44,light rain
633,Vila Velha,BR,-20.3297,-40.2925,82.35,71,20,10.36,few clouds
634,Suntar,RU,62.1444,117.6319,59.04,91,95,3.87,overcast clouds
635,Buncrana,IE,55.1333,-7.45,64.17,73,82,6.15,broken clouds
636,Batagay,RU,67.6333,134.6333,63.88,83,96,4.63,light rain
637,Agapovka,RU,53.2973,59.1348,69.01,66,53,3.58,broken clouds
638,Bintulu,MY,3.1667,113.0333,77.34,90,100,4.81,overcast clouds
639,Manta,EC,-0.95,-80.7333,73.06,77,96,9.78,overcast clouds
640,Piazza Armerina,IT,37.3859,14.3672,86.56,41,0,7.43,clear sky
641,Palitana,IN,21.5167,71.8333,80.8,80,100,11.36,overcast clouds
642,Bandar-E Lengeh,IR,26.5579,54.8807,95.49,57,65,4.7,broken clouds
643,Yagodnoye,RU,62.55,149.6667,47.91,82,66,1.19,broken clouds
644,Puerto Madryn,AR,-42.7692,-65.0385,44.87,39,100,5.68,overcast clouds
645,Granger,US,41.7481,-86.1257,84.11,49,0,5.75,clear sky
646,Lardos,GR,36.0942,28.0157,89.42,48,0,7.74,clear sky
647,Kodinsk,RU,58.6881,99.1844,60.19,84,89,4.43,overcast clouds
648,Yumen,CN,40.2833,97.2,78.04,14,0,11.59,clear sky
649,Ahipara,NZ,-35.1667,173.1667,48.54,86,77,7.02,broken clouds
650,Ostrovnoy,RU,68.0531,39.5131,52.45,98,100,15.61,overcast clouds
651,Qaqortoq,GL,60.7167,-46.0333,51.01,72,35,4.52,scattered clouds
652,Rocha,UY,-34.4833,-54.3333,63.57,71,71,2.17,broken clouds
653,Bartica,GY,6.4,-58.6167,90.61,47,41,5.46,scattered clouds
654,Severo-Yeniseyskiy,RU,60.3725,93.0408,55.69,98,94,4.09,moderate rain
655,Whitehorse,CA,60.7161,-135.0538,54.1,62,80,13.0,broken clouds
656,Shubarshi,KZ,48.5872,57.1869,77.88,42,89,8.41,overcast clouds
657,Elat,IL,29.5581,34.9482,102.04,35,0,8.05,clear sky
658,Peleduy,RU,59.6289,112.7406,64.4,78,98,3.2,overcast clouds
659,Conceicao Do Araguaia,BR,-8.2578,-49.2647,96.42,22,54,10.67,broken clouds
660,The Pas,CA,53.8251,-101.2541,62.53,59,63,5.57,broken clouds
661,Carndonagh,IE,55.25,-7.2667,64.02,70,90,4.92,overcast clouds
662,Chumikan,RU,54.7183,135.315,50.25,98,77,2.33,broken clouds
663,Imeni Poliny Osipenko,RU,52.4201,136.4853,55.81,92,99,7.16,overcast clouds
664,Wum,CM,6.3833,10.0667,67.6,95,100,1.32,light rain
665,Reconquista,AR,-29.15,-59.65,73.42,94,100,9.22,thunderstorm with light rain
666,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,66,96,2.64,overcast clouds
667,Sakakah,SA,29.9697,40.2064,102.56,12,5,6.67,clear sky
668,Sampit,ID,-2.5333,112.95,74.17,98,99,2.42,overcast clouds
669,Surman,LY,32.7567,12.5716,84.88,48,0,15.68,clear sky
670,Tahoua,NE,14.8888,5.2692,95.18,35,100,7.25,overcast clouds
671,Puerto Suarez,BO,-18.95,-57.8,93.76,29,0,9.22,clear sky
672,Ballina,AU,-28.8667,153.5667,60.01,97,99,23.33,overcast clouds
673,Mari-Turek,RU,56.7895,49.6235,65.43,77,25,5.88,scattered clouds
674,Sabha,LY,27.0377,14.4283,92.44,15,0,10.36,clear sky
675,Kilindoni,TZ,-7.9139,39.6668,75.36,75,2,14.18,clear sky
676,Florianopolis,BR,-27.6146,-48.5012,72.63,75,75,11.5,broken clouds
677,White Settlement,US,32.7596,-97.4584,101.26,27,54,8.99,broken clouds
678,Auki,SB,-8.7676,160.7034,75.81,85,93,4.16,overcast clouds
679,Taoudenni,ML,22.6783,-3.9836,109.99,12,9,2.57,clear sky
680,College,US,64.8569,-147.8028,52.59,89,100,6.91,overcast clouds
681,Guider,CM,9.9342,13.9486,82.51,70,98,0.58,overcast clouds
682,Miles City,US,46.4083,-105.8406,93.65,12,6,11.99,clear sky
683,Laurel,US,39.0993,-76.8483,95.79,47,0,5.75,clear sky
684,Ishimbay,RU,53.4545,56.0415,65.03,75,46,6.53,light rain
685,Talcahuano,CL,-36.7167,-73.1167,53.28,94,100,3.44,overcast clouds
686,Ribeira Brava,PT,32.65,-17.0667,75.83,61,0,3.27,clear sky
687,Jacmel,HT,18.2342,-72.5347,89.44,63,36,8.43,scattered clouds
688,Buena Vista,US,43.4203,-83.8986,89.08,40,0,16.11,clear sky
689,Purificacion,CO,3.8587,-74.9313,89.53,44,76,2.77,broken clouds
690,Sambava,MG,-14.2667,50.1667,69.85,84,12,12.57,light rain
691,Kununurra,AU,-15.7667,128.7333,55.38,88,56,2.3,broken clouds
692,Gemena,CD,3.25,19.7667,69.08,100,100,2.13,light rain
693,Youghal,IE,51.95,-7.8506,64.09,76,68,13.73,broken clouds
694,Kapuskasing,CA,49.4169,-82.4331,78.46,41,7,11.23,clear sky
695,Neustrelitz,DE,53.3667,13.0833,75.76,44,57,8.93,broken clouds
696,Algiers,DZ,36.7525,3.042,85.82,62,0,8.05,clear sky
697,Hovd,MN,48.0056,91.6419,69.76,36,100,8.57,light rain
698,Valkeala,FI,60.9401,26.7979,79.3,53,0,10.36,clear sky
699,Charters Towers,AU,-20.1,146.2667,54.09,59,0,7.02,clear sky
700,Paine,CL,-33.8167,-70.75,67.5,36,0,1.34,clear sky
701,Fuerte Olimpo,PY,-21.0415,-57.8738,95.31,21,4,12.12,clear sky
702,Umm Bab,QA,25.2142,50.8072,97.81,53,59,7.07,broken clouds
703,Tommot,RU,58.9564,126.2925,65.16,88,76,1.81,broken clouds
704,Westport,US,41.1415,-73.3579,94.62,50,0,1.01,clear sky
705,Sola,VU,-13.8833,167.55,80.17,79,99,14.63,overcast clouds
706,Uige,AO,-7.6087,15.0613,82.35,34,76,6.04,broken clouds
